time,ax,ay,az,wx,wy,wz,Activity
7.32,-0.6829,0.4639,1.7984,-0.9401,0.3358,-0.1985,UPSTAIRS
7.387,-3.5021,0.4629,1.6747,-0.9401,0.3358,-0.1985,UPSTAIRS
7.388,-3.5021,0.4629,1.6747,-0.1631,0.1116,-0.1386,UPSTAIRS
7.405,-3.5021,0.4629,1.6747,-0.1631,0.1116,-0.1386,UPSTAIRS
7.464,-3.5021,0.4629,1.6747,-0.1631,0.1116,-0.1386,UPSTAIRS
7.482,-3.5021,0.4629,1.6747,-0.1631,0.1116,-0.1386,UPSTAIRS
7.502,-3.5021,0.4629,1.6747,-0.1631,0.1116,-0.1386,UPSTAIRS
7.565,-3.5021,0.4629,1.6747,-0.1631,0.1116,-0.1386,UPSTAIRS
7.567,0.7887,0.3294,1.6857,-0.1631,0.1116,-0.1386,UPSTAIRS
7.569,0.7887,0.3294,1.6857,-0.0268,0.0902,0.157,UPSTAIRS
7.585,0.7887,0.3294,1.6857,-0.0268,0.0902,0.157,UPSTAIRS
7.601,0.7887,0.3294,1.6857,-0.0268,0.0902,0.157,UPSTAIRS
7.62,0.7887,0.3294,1.6857,-0.0268,0.0902,0.157,UPSTAIRS
7.644,0.7887,0.3294,1.6857,-0.0268,0.0902,0.157,UPSTAIRS
7.682,0.7887,0.3294,1.6857,-0.0268,0.0902,0.157,UPSTAIRS
7.704,0.7887,0.3294,1.6857,-0.0268,0.0902,0.157,UPSTAIRS
7.704,0.7887,0.3294,1.6857,-0.0268,0.0902,0.157,UPSTAIRS
7.721,0.7887,0.3294,1.6857,-0.0268,0.0902,0.157,UPSTAIRS
7.744,-1.8255,-0.4736,0.8602,-0.5015,-0.0118,0.6409,UPSTAIRS
7.745,-1.8255,-0.4736,0.8602,-0.5015,-0.0118,0.6409,UPSTAIRS
7.764,-1.8255,-0.4736,0.8602,-0.5015,-0.0118,0.6409,UPSTAIRS
7.765,-1.8255,-0.4736,0.8602,-0.5015,-0.0118,0.6409,UPSTAIRS
7.782,-1.8255,-0.4736,0.8602,-0.5015,-0.0118,0.6409,UPSTAIRS
7.802,-1.8255,-0.4736,0.8602,-0.5015,-0.0118,0.6409,UPSTAIRS
7.823,-1.8255,-0.4736,0.8602,-0.5015,-0.0118,0.6409,UPSTAIRS
7.862,-1.8255,-0.4736,0.8602,-0.5015,-0.0118,0.6409,UPSTAIRS
7.9,-1.8255,-0.4736,0.8602,-0.5015,-0.0118,0.6409,UPSTAIRS
7.921,-1.8255,-0.4736,0.8602,-0.5015,-0.0118,0.6409,UPSTAIRS
7.924,-0.7324,0.4859,-0.0667,0.6024,0.4231,0.6219,UPSTAIRS
7.941,-0.7324,0.4859,-0.0667,0.6024,0.4231,0.6219,UPSTAIRS
7.942,-0.7324,0.4859,-0.0667,0.6024,0.4231,0.6219,UPSTAIRS
7.961,-0.7324,0.4859,-0.0667,0.6024,0.4231,0.6219,UPSTAIRS
8.022,-0.7324,0.4859,-0.0667,0.6024,0.4231,0.6219,UPSTAIRS
8.041,-0.7324,0.4859,-0.0667,0.6024,0.4231,0.6219,UPSTAIRS
8.063,-0.7324,0.4859,-0.0667,0.6024,0.4231,0.6219,UPSTAIRS
8.064,-0.7324,0.4859,-0.0667,0.6024,0.4231,0.6219,UPSTAIRS
8.104,-1.0444,-0.6937,-0.3086,0.6799,-0.1651,0.1088,UPSTAIRS
8.106,-1.0444,-0.6937,-0.3086,0.6799,-0.1651,0.1088,UPSTAIRS
8.124,-1.0444,-0.6937,-0.3086,0.6799,-0.1651,0.1088,UPSTAIRS
8.143,-1.0444,-0.6937,-0.3086,0.6799,-0.1651,0.1088,UPSTAIRS
8.161,-1.0444,-0.6937,-0.3086,0.6799,-0.1651,0.1088,UPSTAIRS
8.184,-1.0444,-0.6937,-0.3086,0.6799,-0.1651,0.1088,UPSTAIRS
8.184,-1.0444,-0.6937,-0.3086,0.6799,-0.1651,0.1088,UPSTAIRS
8.2,-1.0444,-0.6937,-0.3086,0.6799,-0.1651,0.1088,UPSTAIRS
8.22,-1.0444,-0.6937,-0.3086,0.6799,-0.1651,0.1088,UPSTAIRS
8.242,-1.0444,-0.6937,-0.3086,0.6799,-0.1651,0.1088,UPSTAIRS
8.282,-1.0444,-0.6937,-0.3086,0.6799,-0.1651,0.1088,UPSTAIRS
8.301,2.8066,0.8007,-1.1545,0.1534,-0.0637,-0.237,UPSTAIRS
8.32,2.8066,0.8007,-1.1545,0.1534,-0.0637,-0.237,UPSTAIRS
8.401,2.8066,0.8007,-1.1545,0.1534,-0.0637,-0.237,UPSTAIRS
8.423,2.8066,0.8007,-1.1545,0.1534,-0.0637,-0.237,UPSTAIRS
8.424,2.8066,0.8007,-1.1545,0.1534,-0.0637,-0.237,UPSTAIRS
8.442,2.8066,0.8007,-1.1545,0.1534,-0.0637,-0.237,UPSTAIRS
8.463,2.8066,0.8007,-1.1545,0.1534,-0.0637,-0.237,UPSTAIRS
8.465,-0.9794,0.5158,-1.871,-0.4569,1.1134,-0.4752,UPSTAIRS
8.465,-0.9794,0.5158,-1.871,-0.4569,1.1134,-0.4752,UPSTAIRS
8.466,-0.9794,0.5158,-1.871,-0.4569,1.1134,-0.4752,UPSTAIRS
8.485,-0.9794,0.5158,-1.871,-0.4569,1.1134,-0.4752,UPSTAIRS
8.485,-0.9794,0.5158,-1.871,-0.4569,1.1134,-0.4752,UPSTAIRS
8.543,-0.9794,0.5158,-1.871,-0.4569,1.1134,-0.4752,UPSTAIRS
8.548,-0.9794,0.5158,-1.871,-0.4569,1.1134,-0.4752,UPSTAIRS
8.581,-0.9794,0.5158,-1.871,-0.4569,1.1134,-0.4752,UPSTAIRS
8.602,-0.9794,0.5158,-1.871,-0.4569,1.1134,-0.4752,UPSTAIRS
8.602,-0.9794,0.5158,-1.871,-0.4569,1.1134,-0.4752,UPSTAIRS
8.62,-0.9794,0.5158,-1.871,-0.4569,1.1134,-0.4752,UPSTAIRS
8.661,-3.9278,0.4871,0.4514,-0.7709,0.2722,-0.1838,UPSTAIRS
8.68,-3.9278,0.4871,0.4514,-0.7709,0.2722,-0.1838,UPSTAIRS
8.738,-3.9278,0.4871,0.4514,-0.7709,0.2722,-0.1838,UPSTAIRS
8.782,-3.9278,0.4871,0.4514,-0.7709,0.2722,-0.1838,UPSTAIRS
8.782,-3.9278,0.4871,0.4514,-0.7709,0.2722,-0.1838,UPSTAIRS
8.799,-3.9278,0.4871,0.4514,-0.7709,0.2722,-0.1838,UPSTAIRS
8.822,-3.9278,0.4871,0.4514,-0.7709,0.2722,-0.1838,UPSTAIRS
8.823,0.2656,0.0536,2.4535,0.198,-0.1975,0.0166,UPSTAIRS
8.824,0.2656,0.0536,2.4535,0.198,-0.1975,0.0166,UPSTAIRS
8.863,0.2656,0.0536,2.4535,0.198,-0.1975,0.0166,UPSTAIRS
8.881,0.2656,0.0536,2.4535,0.198,-0.1975,0.0166,UPSTAIRS
8.922,0.2656,0.0536,2.4535,0.198,-0.1975,0.0166,UPSTAIRS
8.943,0.2656,0.0536,2.4535,0.198,-0.1975,0.0166,UPSTAIRS
8.966,0.2656,0.0536,2.4535,0.198,-0.1975,0.0166,UPSTAIRS
8.983,0.2656,0.0536,2.4535,0.198,-0.1975,0.0166,UPSTAIRS
9.004,0.2656,0.0536,2.4535,0.198,-0.1975,0.0166,UPSTAIRS
9.007,-1.2071,-0.2302,-0.5129,-0.6371,-0.1639,0.5761,UPSTAIRS
9.102,-1.2071,-0.2302,-0.5129,-0.6371,-0.1639,0.5761,UPSTAIRS
9.12,-1.2071,-0.2302,-0.5129,-0.6371,-0.1639,0.5761,UPSTAIRS
9.142,-1.2071,-0.2302,-0.5129,-0.6371,-0.1639,0.5761,UPSTAIRS
9.182,-1.2071,-0.2302,-0.5129,-0.6371,-0.1639,0.5761,UPSTAIRS
9.182,-0.7305,0.2599,-0.3522,-0.6371,-0.1639,0.5761,UPSTAIRS
9.183,-0.7305,0.2599,-0.3522,0.1491,0.2955,0.6836,UPSTAIRS
9.183,-0.7305,0.2599,-0.3522,0.1491,0.2955,0.6836,UPSTAIRS
9.202,-0.7305,0.2599,-0.3522,0.1491,0.2955,0.6836,UPSTAIRS
9.22,-0.7305,0.2599,-0.3522,0.1491,0.2955,0.6836,UPSTAIRS
9.24,-0.7305,0.2599,-0.3522,0.1491,0.2955,0.6836,UPSTAIRS
9.262,-0.7305,0.2599,-0.3522,0.1491,0.2955,0.6836,UPSTAIRS
9.3,-0.7305,0.2599,-0.3522,0.1491,0.2955,0.6836,UPSTAIRS
9.324,-0.7305,0.2599,-0.3522,0.1491,0.2955,0.6836,UPSTAIRS
9.34,-0.7305,0.2599,-0.3522,0.1491,0.2955,0.6836,UPSTAIRS
9.368,-1.363,0.4541,-0.3027,0.5486,-0.3001,-0.1172,UPSTAIRS
9.385,-1.363,0.4541,-0.3027,0.5486,-0.3001,-0.1172,UPSTAIRS
9.444,-1.363,0.4541,-0.3027,0.5486,-0.3001,-0.1172,UPSTAIRS
9.445,-1.363,0.4541,-0.3027,0.5486,-0.3001,-0.1172,UPSTAIRS
9.462,-1.363,0.4541,-0.3027,0.5486,-0.3001,-0.1172,UPSTAIRS
9.482,-1.363,0.4541,-0.3027,0.5486,-0.3001,-0.1172,UPSTAIRS
9.505,-1.363,0.4541,-0.3027,0.5486,-0.3001,-0.1172,UPSTAIRS
9.522,-1.363,0.4541,-0.3027,0.5486,-0.3001,-0.1172,UPSTAIRS
9.542,-1.363,0.4541,-0.3027,0.5486,-0.3001,-0.1172,UPSTAIRS
9.545,4.8465,0.7596,-1.9017,0.1063,-0.5384,-0.0659,UPSTAIRS
9.565,4.8465,0.7596,-1.9017,0.1063,-0.5384,-0.0659,UPSTAIRS
9.603,4.8465,0.7596,-1.9017,0.1063,-0.5384,-0.0659,UPSTAIRS
9.683,4.8465,0.7596,-1.9017,0.1063,-0.5384,-0.0659,UPSTAIRS
9.722,4.8465,0.7596,-1.9017,0.1063,-0.5384,-0.0659,UPSTAIRS
9.725,-1.6849,0.2141,-1.5011,-0.9401,0.4182,-0.3188,UPSTAIRS
9.743,-1.6849,0.2141,-1.5011,-0.9401,0.4182,-0.3188,UPSTAIRS
9.805,-1.6849,0.2141,-1.5011,-0.9401,0.4182,-0.3188,UPSTAIRS
9.864,-1.6849,0.2141,-1.5011,-0.9401,0.4182,-0.3188,UPSTAIRS
9.865,-1.6849,0.2141,-1.5011,-0.9401,0.4182,-0.3188,UPSTAIRS
9.906,-3.7433,0.2855,1.2838,-0.9401,0.4182,-0.3188,UPSTAIRS
9.906,-3.7433,0.2855,1.2838,-0.3255,0.5172,-0.3646,UPSTAIRS
9.907,-3.7433,0.2855,1.2838,-0.3255,0.5172,-0.3646,UPSTAIRS
9.924,-3.7433,0.2855,1.2838,-0.3255,0.5172,-0.3646,UPSTAIRS
9.984,-3.7433,0.2855,1.2838,-0.3255,0.5172,-0.3646,UPSTAIRS
9.985,-3.7433,0.2855,1.2838,-0.3255,0.5172,-0.3646,UPSTAIRS
10.044,-3.7433,0.2855,1.2838,-0.3255,0.5172,-0.3646,UPSTAIRS
10.084,0.6671,-0.6698,1.8948,-0.3255,0.5172,-0.3646,UPSTAIRS
10.084,0.6671,-0.6698,1.8948,-0.3255,0.5172,-0.3646,UPSTAIRS
10.085,0.6671,-0.6698,1.8948,0.3299,0.0951,0.1057,UPSTAIRS
10.086,0.6671,-0.6698,1.8948,0.3299,0.0951,0.1057,UPSTAIRS
10.104,0.6671,-0.6698,1.8948,0.3299,0.0951,0.1057,UPSTAIRS
10.164,0.6671,-0.6698,1.8948,0.3299,0.0951,0.1057,UPSTAIRS
10.264,-2.2515,-0.1206,0.3864,0.3299,0.0951,0.1057,UPSTAIRS
10.404,-2.2515,-0.1206,0.3864,0.4228,-0.6086,0.3641,UPSTAIRS
10.404,-2.2515,-0.1206,0.3864,0.4228,-0.6086,0.3641,UPSTAIRS
10.443,-2.2515,-0.1206,0.3864,0.4228,-0.6086,0.3641,UPSTAIRS
10.445,-1.4313,-0.0779,0.5745,0.2413,0.778,0.3837,UPSTAIRS
10.445,-1.4313,-0.0779,0.5745,0.2413,0.778,0.3837,UPSTAIRS
10.524,-1.4313,-0.0779,0.5745,0.2413,0.778,0.3837,UPSTAIRS
10.584,-1.4313,-0.0779,0.5745,0.2413,0.778,0.3837,UPSTAIRS
10.624,0.6066,0.3893,-1.6385,0.2413,0.778,0.3837,UPSTAIRS
10.625,0.6066,0.3893,-1.6385,-0.1478,0.0914,0.0544,UPSTAIRS
10.644,0.6066,0.3893,-1.6385,-0.1478,0.0914,0.0544,UPSTAIRS
10.763,0.6066,0.3893,-1.6385,-0.1478,0.0914,0.0544,UPSTAIRS
10.781,0.6066,0.3893,-1.6385,-0.1478,0.0914,0.0544,UPSTAIRS
10.803,0.6066,0.3893,-1.6385,-0.1478,0.0914,0.0544,UPSTAIRS
10.804,3.1288,0.9017,-1.0697,-0.1478,0.0914,0.0544,UPSTAIRS
10.824,3.1288,0.9017,-1.0697,-0.3115,-0.3209,-0.3261,UPSTAIRS
10.862,3.1288,0.9017,-1.0697,-0.3115,-0.3209,-0.3261,UPSTAIRS
10.96,3.1288,0.9017,-1.0697,-0.3115,-0.3209,-0.3261,UPSTAIRS
11.002,-1.1868,0.9328,1.3166,-0.1386,0.1672,-0.0946,UPSTAIRS
11.042,-1.1868,0.9328,1.3166,-0.1386,0.1672,-0.0946,UPSTAIRS
11.064,-1.1868,0.9328,1.3166,-0.1386,0.1672,-0.0946,UPSTAIRS
11.104,-1.1868,0.9328,1.3166,-0.1386,0.1672,-0.0946,UPSTAIRS
11.125,-1.1868,0.9328,1.3166,-0.1386,0.1672,-0.0946,UPSTAIRS
11.164,-2.238,-0.1662,1.1596,-0.1386,0.1672,-0.0946,UPSTAIRS
11.166,-2.238,-0.1662,1.1596,-0.0329,-0.2501,-0.2449,UPSTAIRS
11.193,-2.238,-0.1662,1.1596,-0.0329,-0.2501,-0.2449,UPSTAIRS
11.244,-2.238,-0.1662,1.1596,-0.0329,-0.2501,-0.2449,UPSTAIRS
11.262,-2.238,-0.1662,1.1596,-0.0329,-0.2501,-0.2449,UPSTAIRS
11.306,-2.238,-0.1662,1.1596,-0.0329,-0.2501,-0.2449,UPSTAIRS
11.306,-2.238,-0.1662,1.1596,-0.0329,-0.2501,-0.2449,UPSTAIRS
11.341,1.0457,-0.5997,1.0622,-0.0329,-0.2501,-0.2449,UPSTAIRS
11.342,1.0457,-0.5997,1.0622,0.3207,-0.3282,0.0263,UPSTAIRS
11.342,1.0457,-0.5997,1.0622,0.3207,-0.3282,0.0263,UPSTAIRS
11.362,1.0457,-0.5997,1.0622,0.3207,-0.3282,0.0263,UPSTAIRS
11.362,1.0457,-0.5997,1.0622,0.3207,-0.3282,0.0263,UPSTAIRS
11.38,1.0457,-0.5997,1.0622,0.3207,-0.3282,0.0263,UPSTAIRS
11.424,1.0457,-0.5997,1.0622,0.3207,-0.3282,0.0263,UPSTAIRS
11.442,1.0457,-0.5997,1.0622,0.3207,-0.3282,0.0263,UPSTAIRS
11.462,1.0457,-0.5997,1.0622,0.3207,-0.3282,0.0263,UPSTAIRS
11.482,1.0457,-0.5997,1.0622,0.3207,-0.3282,0.0263,UPSTAIRS
11.5,1.0457,-0.5997,1.0622,0.3207,-0.3282,0.0263,UPSTAIRS
11.522,1.0457,-0.5997,1.0622,0.3207,-0.3282,0.0263,UPSTAIRS
11.525,-1.53,-0.3413,0.3366,1.0507,-0.7766,0.1137,UPSTAIRS
11.526,-1.53,-0.3413,0.3366,1.0507,-0.7766,0.1137,UPSTAIRS
11.544,-1.53,-0.3413,0.3366,1.0507,-0.7766,0.1137,UPSTAIRS
11.602,-1.53,-0.3413,0.3366,1.0507,-0.7766,0.1137,UPSTAIRS
11.622,-1.53,-0.3413,0.3366,1.0507,-0.7766,0.1137,UPSTAIRS
11.664,-1.53,-0.3413,0.3366,1.0507,-0.7766,0.1137,UPSTAIRS
11.664,-1.53,-0.3413,0.3366,1.0507,-0.7766,0.1137,UPSTAIRS
11.682,-1.53,-0.3413,0.3366,1.0507,-0.7766,0.1137,UPSTAIRS
11.707,-1.53,-0.3413,0.3366,1.0507,-0.7766,0.1137,UPSTAIRS
11.708,-2.4944,-1.1795,0.5882,0.2994,0.1293,0.347,UPSTAIRS
11.762,-2.4944,-1.1795,0.5882,0.2994,0.1293,0.347,UPSTAIRS
11.786,-2.4944,-1.1795,0.5882,0.2994,0.1293,0.347,UPSTAIRS
11.801,-2.4944,-1.1795,0.5882,0.2994,0.1293,0.347,UPSTAIRS
11.845,-2.4944,-1.1795,0.5882,0.2994,0.1293,0.347,UPSTAIRS
11.862,-2.4944,-1.1795,0.5882,0.2994,0.1293,0.347,UPSTAIRS
11.884,-2.4944,-1.1795,0.5882,0.2994,0.1293,0.347,UPSTAIRS
11.884,-0.4055,-0.4828,-1.0229,0.2994,0.1293,0.347,UPSTAIRS
11.885,-0.4055,-0.4828,-1.0229,-0.9389,-0.6245,0.0434,UPSTAIRS
11.886,-0.4055,-0.4828,-1.0229,-0.9389,-0.6245,0.0434,UPSTAIRS
11.887,-0.4055,-0.4828,-1.0229,-0.9389,-0.6245,0.0434,UPSTAIRS
11.904,-0.4055,-0.4828,-1.0229,-0.9389,-0.6245,0.0434,UPSTAIRS
11.963,-0.4055,-0.4828,-1.0229,-0.9389,-0.6245,0.0434,UPSTAIRS
11.964,-0.4055,-0.4828,-1.0229,-0.9389,-0.6245,0.0434,UPSTAIRS
11.982,-0.4055,-0.4828,-1.0229,-0.9389,-0.6245,0.0434,UPSTAIRS
12.041,-0.4055,-0.4828,-1.0229,-0.9389,-0.6245,0.0434,UPSTAIRS
12.063,3.2382,0.6837,-1.1641,-0.9389,-0.6245,0.0434,UPSTAIRS
12.064,3.2382,0.6837,-1.1641,-0.9389,-0.6245,0.0434,UPSTAIRS
12.084,3.2382,0.6837,-1.1641,-0.6426,-0.4101,-0.2327,UPSTAIRS
12.101,3.2382,0.6837,-1.1641,-0.6426,-0.4101,-0.2327,UPSTAIRS
12.121,3.2382,0.6837,-1.1641,-0.6426,-0.4101,-0.2327,UPSTAIRS
12.145,3.2382,0.6837,-1.1641,-0.6426,-0.4101,-0.2327,UPSTAIRS
12.146,3.2382,0.6837,-1.1641,-0.6426,-0.4101,-0.2327,UPSTAIRS
12.16,3.2382,0.6837,-1.1641,-0.6426,-0.4101,-0.2327,UPSTAIRS
12.182,3.2382,0.6837,-1.1641,-0.6426,-0.4101,-0.2327,UPSTAIRS
12.203,3.2382,0.6837,-1.1641,-0.6426,-0.4101,-0.2327,UPSTAIRS
12.203,3.2382,0.6837,-1.1641,-0.6426,-0.4101,-0.2327,UPSTAIRS
12.222,3.2382,0.6837,-1.1641,-0.6426,-0.4101,-0.2327,UPSTAIRS
12.243,3.2382,0.6837,-1.1641,-0.6426,-0.4101,-0.2327,UPSTAIRS
12.244,-1.1879,0.2194,2.6958,-0.1631,0.9057,-0.2296,UPSTAIRS
12.245,-1.1879,0.2194,2.6958,-0.1631,0.9057,-0.2296,UPSTAIRS
12.263,-1.1879,0.2194,2.6958,-0.1631,0.9057,-0.2296,UPSTAIRS
12.341,-1.1879,0.2194,2.6958,-0.1631,0.9057,-0.2296,UPSTAIRS
12.36,-1.1879,0.2194,2.6958,-0.1631,0.9057,-0.2296,UPSTAIRS
12.382,-1.1879,0.2194,2.6958,-0.1631,0.9057,-0.2296,UPSTAIRS
12.402,-1.1879,0.2194,2.6958,-0.1631,0.9057,-0.2296,UPSTAIRS
12.423,-1.1879,0.2194,2.6958,-0.1631,0.9057,-0.2296,UPSTAIRS
12.425,-3.0986,1.3138,0.6681,0.154,0.268,-0.0091,UPSTAIRS
12.425,-3.0986,1.3138,0.6681,0.154,0.268,-0.0091,UPSTAIRS
12.426,-3.0986,1.3138,0.6681,0.154,0.268,-0.0091,UPSTAIRS
12.443,-3.0986,1.3138,0.6681,0.154,0.268,-0.0091,UPSTAIRS
12.444,-3.0986,1.3138,0.6681,0.154,0.268,-0.0091,UPSTAIRS
12.504,-3.0986,1.3138,0.6681,0.154,0.268,-0.0091,UPSTAIRS
12.504,-3.0986,1.3138,0.6681,0.154,0.268,-0.0091,UPSTAIRS
12.521,-3.0986,1.3138,0.6681,0.154,0.268,-0.0091,UPSTAIRS
12.542,-3.0986,1.3138,0.6681,0.154,0.268,-0.0091,UPSTAIRS
12.584,-3.0986,1.3138,0.6681,0.154,0.268,-0.0091,UPSTAIRS
12.601,-3.0986,1.3138,0.6681,0.154,0.268,-0.0091,UPSTAIRS
12.602,-0.2698,0.5653,1.7804,0.154,0.268,-0.0091,UPSTAIRS
12.603,-0.2698,0.5653,1.7804,0.0391,-0.2073,-0.1484,UPSTAIRS
12.622,-0.2698,0.5653,1.7804,0.0391,-0.2073,-0.1484,UPSTAIRS
12.66,-0.2698,0.5653,1.7804,0.0391,-0.2073,-0.1484,UPSTAIRS
12.682,-0.2698,0.5653,1.7804,0.0391,-0.2073,-0.1484,UPSTAIRS
12.7,-0.2698,0.5653,1.7804,0.0391,-0.2073,-0.1484,UPSTAIRS
12.761,-0.2698,0.5653,1.7804,0.0391,-0.2073,-0.1484,UPSTAIRS
12.784,3.6598,1.4551,-3.0017,0.0391,-0.2073,-0.1484,UPSTAIRS
12.786,3.6598,1.4551,-3.0017,-0.2467,0.9552,0.0086,UPSTAIRS
12.787,3.6598,1.4551,-3.0017,-0.2467,0.9552,0.0086,UPSTAIRS
12.804,3.6598,1.4551,-3.0017,-0.2467,0.9552,0.0086,UPSTAIRS
12.821,3.6598,1.4551,-3.0017,-0.2467,0.9552,0.0086,UPSTAIRS
12.864,3.6598,1.4551,-3.0017,-0.2467,0.9552,0.0086,UPSTAIRS
12.902,3.6598,1.4551,-3.0017,-0.2467,0.9552,0.0086,UPSTAIRS
12.942,3.6598,1.4551,-3.0017,-0.2467,0.9552,0.0086,UPSTAIRS
12.969,1.8093,3.0647,-3.3668,-0.2467,0.9552,0.0086,UPSTAIRS
12.969,1.8093,3.0647,-3.3668,0.5517,-0.1291,-0.1734,UPSTAIRS
12.985,1.8093,3.0647,-3.3668,0.5517,-0.1291,-0.1734,UPSTAIRS
13.001,1.8093,3.0647,-3.3668,0.5517,-0.1291,-0.1734,UPSTAIRS
13.043,1.8093,3.0647,-3.3668,0.5517,-0.1291,-0.1734,UPSTAIRS
13.081,1.8093,3.0647,-3.3668,0.5517,-0.1291,-0.1734,UPSTAIRS
13.104,1.8093,3.0647,-3.3668,0.5517,-0.1291,-0.1734,UPSTAIRS
13.144,-0.1447,-0.1489,-0.2282,0.0104,-0.272,-0.1936,UPSTAIRS
13.144,-0.1447,-0.1489,-0.2282,0.0104,-0.272,-0.1936,UPSTAIRS
13.145,-0.1447,-0.1489,-0.2282,0.0104,-0.272,-0.1936,UPSTAIRS
13.241,-0.1447,-0.1489,-0.2282,0.0104,-0.272,-0.1936,UPSTAIRS
13.285,-0.1447,-0.1489,-0.2282,0.0104,-0.272,-0.1936,UPSTAIRS
13.3,-0.1447,-0.1489,-0.2282,0.0104,-0.272,-0.1936,UPSTAIRS
13.323,-0.1447,-0.1489,-0.2282,0.0104,-0.272,-0.1936,UPSTAIRS
13.324,0.5456,-1.4344,-0.1197,-0.4648,0.0297,-0.1368,UPSTAIRS
13.325,0.5456,-1.4344,-0.1197,-0.4648,0.0297,-0.1368,UPSTAIRS
13.325,0.5456,-1.4344,-0.1197,-0.4648,0.0297,-0.1368,UPSTAIRS
13.342,0.5456,-1.4344,-0.1197,-0.4648,0.0297,-0.1368,UPSTAIRS
13.463,0.5456,-1.4344,-0.1197,-0.4648,0.0297,-0.1368,UPSTAIRS
13.464,0.5456,-1.4344,-0.1197,-0.4648,0.0297,-0.1368,UPSTAIRS
13.481,0.5456,-1.4344,-0.1197,-0.4648,0.0297,-0.1368,UPSTAIRS
13.505,-1.976,3.0134,-1.4169,-0.4648,0.0297,-0.1368,UPSTAIRS
13.506,-1.976,3.0134,-1.4169,-0.4648,0.0297,-0.1368,UPSTAIRS
13.583,-1.976,3.0134,-1.4169,-0.6408,0.5991,0.3446,UPSTAIRS
13.621,-1.976,3.0134,-1.4169,-0.6408,0.5991,0.3446,UPSTAIRS
13.644,-1.976,3.0134,-1.4169,-0.6408,0.5991,0.3446,UPSTAIRS
13.662,-1.976,3.0134,-1.4169,-0.6408,0.5991,0.3446,UPSTAIRS
13.684,-1.976,3.0134,-1.4169,-0.6408,0.5991,0.3446,UPSTAIRS
13.684,-1.9972,0.1766,0.7601,-0.6408,0.5991,0.3446,UPSTAIRS
13.685,-1.9972,0.1766,0.7601,0.1723,-0.0625,-0.1435,UPSTAIRS
13.686,-1.9972,0.1766,0.7601,0.1723,-0.0625,-0.1435,UPSTAIRS
13.704,-1.9972,0.1766,0.7601,0.1723,-0.0625,-0.1435,UPSTAIRS
13.721,-1.9972,0.1766,0.7601,0.1723,-0.0625,-0.1435,UPSTAIRS
13.765,-1.9972,0.1766,0.7601,0.1723,-0.0625,-0.1435,UPSTAIRS
13.782,-1.9972,0.1766,0.7601,0.1723,-0.0625,-0.1435,UPSTAIRS
13.864,-1.9972,0.1766,0.7601,0.1723,-0.0625,-0.1435,UPSTAIRS
13.865,-1.8121,-0.6286,2.4231,0.0581,0.0444,-0.2107,UPSTAIRS
13.867,-1.8121,-0.6286,2.4231,0.0581,0.0444,-0.2107,UPSTAIRS
13.867,-1.8121,-0.6286,2.4231,0.0581,0.0444,-0.2107,UPSTAIRS
13.886,-1.8121,-0.6286,2.4231,0.0581,0.0444,-0.2107,UPSTAIRS
13.902,-1.8121,-0.6286,2.4231,0.0581,0.0444,-0.2107,UPSTAIRS
14,-1.8121,-0.6286,2.4231,0.0581,0.0444,-0.2107,UPSTAIRS
14.044,3.7512,2.2042,-2.7383,-0.0849,-0.6416,-0.3432,UPSTAIRS
14.064,3.7512,2.2042,-2.7383,-0.0849,-0.6416,-0.3432,UPSTAIRS
14.104,3.7512,2.2042,-2.7383,-0.0849,-0.6416,-0.3432,UPSTAIRS
14.124,3.7512,2.2042,-2.7383,-0.0849,-0.6416,-0.3432,UPSTAIRS
14.124,3.7512,2.2042,-2.7383,-0.0849,-0.6416,-0.3432,UPSTAIRS
14.222,2.3554,0.0988,-5.9544,-0.0849,-0.6416,-0.3432,UPSTAIRS
14.223,2.3554,0.0988,-5.9544,0.5559,-0.057,0.38,UPSTAIRS
14.246,2.3554,0.0988,-5.9544,0.5559,-0.057,0.38,UPSTAIRS
14.304,2.3554,0.0988,-5.9544,0.5559,-0.057,0.38,UPSTAIRS
14.309,2.3554,0.0988,-5.9544,0.5559,-0.057,0.38,UPSTAIRS
14.402,2.3554,0.0988,-5.9544,0.5559,-0.057,0.38,UPSTAIRS
14.402,-1.6301,-1.8926,0.202,0.5559,-0.057,0.38,UPSTAIRS
14.402,-1.6301,-1.8926,0.202,0.2371,-0.4645,0.2359,UPSTAIRS
14.482,-1.6301,-1.8926,0.202,0.2371,-0.4645,0.2359,UPSTAIRS
14.483,-1.6301,-1.8926,0.202,0.2371,-0.4645,0.2359,UPSTAIRS
14.544,-1.6301,-1.8926,0.202,0.2371,-0.4645,0.2359,UPSTAIRS
14.544,-1.6301,-1.8926,0.202,0.2371,-0.4645,0.2359,UPSTAIRS
14.586,-0.4439,0.1613,0.3783,0.2371,-0.4645,0.2359,UPSTAIRS
14.604,-0.4439,0.1613,0.3783,-0.3744,-0.1083,0.0697,UPSTAIRS
14.604,-0.4439,0.1613,0.3783,-0.3744,-0.1083,0.0697,UPSTAIRS
14.664,-0.4439,0.1613,0.3783,-0.3744,-0.1083,0.0697,UPSTAIRS
14.723,-0.4439,0.1613,0.3783,-0.3744,-0.1083,0.0697,UPSTAIRS
