time,ax,ay,az,wx,wy,wz,Activity
5.358,0.0055,0.0239,0.0108,-0.0171,-0.0094,0.0037,LAYING
5.383,0.0055,0.0239,0.0108,-0.0171,-0.0094,0.0037,LAYING
5.403,0.0055,0.0239,0.0108,-0.0226,-0.01,0.0049,LAYING
5.42,-0.0143,0.0394,-0.0007,-0.0226,-0.01,0.0049,LAYING
5.443,-0.0143,0.0394,-0.0007,-0.0226,-0.01,0.0049,LAYING
5.478,-0.0143,0.0394,-0.0007,-0.0226,-0.01,0.0049,LAYING
5.48,-0.0143,0.0394,-0.0007,-0.0226,-0.01,0.0049,LAYING
5.539,-0.0143,0.0394,-0.0007,-0.0226,-0.01,0.0049,LAYING
5.564,-0.0143,0.0394,-0.0007,-0.0226,-0.01,0.0049,LAYING
5.583,0.01,-0.005,-0.0376,0.0294,0.0163,0.0135,LAYING
5.598,0.01,-0.005,-0.0376,0.0294,0.0163,0.0135,LAYING
5.6,0.01,-0.005,-0.0376,0.0294,0.0163,0.0135,LAYING
5.659,0.01,-0.005,-0.0376,0.0294,0.0163,0.0135,LAYING
5.661,0.01,-0.005,-0.0376,0.0294,0.0163,0.0135,LAYING
5.718,0.01,-0.005,-0.0376,0.0294,0.0163,0.0135,LAYING
5.719,0.01,-0.005,-0.0376,0.0294,0.0163,0.0135,LAYING
5.76,0.01,-0.005,-0.0376,0.0422,0.0175,0.0019,LAYING
5.761,0.01,-0.005,-0.0376,0.0422,0.0175,0.0019,LAYING
5.761,0.0555,-0.0082,-0.0703,0.0422,0.0175,0.0019,LAYING
5.776,0.0555,-0.0082,-0.0703,0.0422,0.0175,0.0019,LAYING
5.779,0.0555,-0.0082,-0.0703,0.0422,0.0175,0.0019,LAYING
5.902,0.0555,-0.0082,-0.0703,0.0422,0.0175,0.0019,LAYING
5.921,0.0555,-0.0082,-0.0703,0.0422,0.0175,0.0019,LAYING
5.94,0.0555,-0.0082,-0.0703,0.0202,0.0022,0.0019,LAYING
5.94,0.0555,-0.0082,-0.0703,0.0202,0.0022,0.0019,LAYING
5.941,0.0555,-0.0082,-0.0703,0.0202,0.0022,0.0019,LAYING
5.954,0.0371,-0.0004,-0.0222,0.0202,0.0022,0.0019,LAYING
5.954,0.0371,-0.0004,-0.0222,0.0202,0.0022,0.0019,LAYING
5.983,0.0371,-0.0004,-0.0222,0.0202,0.0022,0.0019,LAYING
6.02,0.0371,-0.0004,-0.0222,0.0202,0.0022,0.0019,LAYING
6.079,0.0371,-0.0004,-0.0222,0.0202,0.0022,0.0019,LAYING
6.08,0.0371,-0.0004,-0.0222,0.0202,0.0022,0.0019,LAYING
6.08,0.0371,-0.0004,-0.0222,0.0202,0.0022,0.0019,LAYING
6.123,0.0371,-0.0004,-0.0222,0.0202,0.0022,0.0019,LAYING
6.141,0.0213,0.043,-0.0061,0.0196,0.0028,0.0025,LAYING
6.141,0.0213,0.043,-0.0061,0.0196,0.0028,0.0025,LAYING
6.2,0.0213,0.043,-0.0061,0.0196,0.0028,0.0025,LAYING
6.202,0.0213,0.043,-0.0061,0.0196,0.0028,0.0025,LAYING
6.26,0.0213,0.043,-0.0061,0.0196,0.0028,0.0025,LAYING
6.261,0.0213,0.043,-0.0061,0.0196,0.0028,0.0025,LAYING
6.305,0.0213,0.043,-0.0061,0.0098,-0.0033,-0.0006,LAYING
6.306,-0.0022,0.0444,0.0091,0.0098,-0.0033,-0.0006,LAYING
6.322,-0.0022,0.0444,0.0091,0.0098,-0.0033,-0.0006,LAYING
6.381,-0.0022,0.0444,0.0091,0.0098,-0.0033,-0.0006,LAYING
6.384,-0.0022,0.0444,0.0091,0.0098,-0.0033,-0.0006,LAYING
6.442,-0.0022,0.0444,0.0091,0.0098,-0.0033,-0.0006,LAYING
6.465,-0.0022,0.0444,0.0091,0.0098,-0.0033,-0.0006,LAYING
6.501,0.0689,0.0306,-0.042,0.0397,0.0187,0.0159,LAYING
6.562,0.0689,0.0306,-0.042,0.0397,0.0187,0.0159,LAYING
6.564,0.0689,0.0306,-0.042,0.0397,0.0187,0.0159,LAYING
6.666,0.0689,0.0306,-0.042,0.0055,0.0041,0.0007,LAYING
6.667,0.0209,0.0126,-0.0279,0.0055,0.0041,0.0007,LAYING
6.682,0.0209,0.0126,-0.0279,0.0055,0.0041,0.0007,LAYING
6.683,0.0209,0.0126,-0.0279,0.0055,0.0041,0.0007,LAYING
6.706,0.0209,0.0126,-0.0279,0.0055,0.0041,0.0007,LAYING
6.767,0.0209,0.0126,-0.0279,0.0055,0.0041,0.0007,LAYING
6.801,0.0209,0.0126,-0.0279,0.0055,0.0041,0.0007,LAYING
6.802,0.0209,0.0126,-0.0279,0.0055,0.0041,0.0007,LAYING
6.829,0.0209,0.0126,-0.0279,0.0055,0.0041,0.0007,LAYING
6.845,0.0209,0.0126,-0.0279,0.0055,0.0041,0.0007,LAYING
6.847,0.0209,0.0126,-0.0279,0.0025,0.0004,0.0056,LAYING
6.863,-0.0045,0.041,-0.0203,0.0025,0.0004,0.0056,LAYING
6.921,-0.0045,0.041,-0.0203,0.0025,0.0004,0.0056,LAYING
6.921,-0.0045,0.041,-0.0203,0.0025,0.0004,0.0056,LAYING
6.976,-0.0045,0.041,-0.0203,0.0025,0.0004,0.0056,LAYING
6.977,-0.0045,0.041,-0.0203,0.0025,0.0004,0.0056,LAYING
7.027,-0.0013,0.0795,-0.013,-0.0055,-0.002,0.0031,LAYING
7.04,-0.0013,0.0795,-0.013,-0.0055,-0.002,0.0031,LAYING
7.067,-0.0013,0.0795,-0.013,-0.0055,-0.002,0.0031,LAYING
7.098,-0.0013,0.0795,-0.013,-0.0055,-0.002,0.0031,LAYING
7.162,-0.0013,0.0795,-0.013,-0.0055,-0.002,0.0031,LAYING
7.163,-0.0013,0.0795,-0.013,-0.0055,-0.002,0.0031,LAYING
7.187,-0.0013,0.0795,-0.013,-0.0055,-0.002,0.0031,LAYING
7.223,0.1139,0.0481,0.1162,-0.011,-0.0051,-0.0006,LAYING
7.28,0.1139,0.0481,0.1162,-0.011,-0.0051,-0.0006,LAYING
7.338,0.1139,0.0481,0.1162,-0.011,-0.0051,-0.0006,LAYING
7.386,0.1139,0.0481,0.1162,0.0141,0.0145,0.0184,LAYING
7.386,0.1139,0.0481,0.1162,0.0141,0.0145,0.0184,LAYING
7.388,0.0653,0.0043,-0.0223,0.0141,0.0145,0.0184,LAYING
7.399,0.0653,0.0043,-0.0223,0.0141,0.0145,0.0184,LAYING
7.399,0.0653,0.0043,-0.0223,0.0141,0.0145,0.0184,LAYING
7.427,0.0653,0.0043,-0.0223,0.0141,0.0145,0.0184,LAYING
7.461,0.0653,0.0043,-0.0223,0.0141,0.0145,0.0184,LAYING
7.462,0.0653,0.0043,-0.0223,0.0141,0.0145,0.0184,LAYING
7.487,0.0653,0.0043,-0.0223,0.0141,0.0145,0.0184,LAYING
7.521,0.0653,0.0043,-0.0223,0.0141,0.0145,0.0184,LAYING
7.522,0.0653,0.0043,-0.0223,0.0141,0.0145,0.0184,LAYING
7.523,0.0653,0.0043,-0.0223,0.0141,0.0145,0.0184,LAYING
7.566,0.0653,0.0043,-0.0223,-0.0036,0.001,-0.0012,LAYING
7.567,0.0653,0.0043,-0.0223,-0.0036,0.001,-0.0012,LAYING
7.568,0.0653,0.0043,-0.0223,-0.0036,0.001,-0.0012,LAYING
7.637,0.0096,0.0317,-0.035,-0.0036,0.001,-0.0012,LAYING
7.638,0.0096,0.0317,-0.035,-0.0036,0.001,-0.0012,LAYING
7.638,0.0096,0.0317,-0.035,-0.0036,0.001,-0.0012,LAYING
7.703,0.0096,0.0317,-0.035,-0.0036,0.001,-0.0012,LAYING
7.747,0.0096,0.0317,-0.035,-0.0116,-0.0069,0.0025,LAYING
7.748,-0.0188,0.0379,0.0041,-0.0116,-0.0069,0.0025,LAYING
7.749,-0.0188,0.0379,0.0041,-0.0116,-0.0069,0.0025,LAYING
7.883,-0.0188,0.0379,0.0041,-0.0116,-0.0069,0.0025,LAYING
7.884,-0.0188,0.0379,0.0041,-0.0116,-0.0069,0.0025,LAYING
7.927,-0.0188,0.0379,0.0041,-0.014,-0.0069,0.0025,LAYING
7.928,-0.0188,0.0379,0.0041,-0.014,-0.0069,0.0025,LAYING
7.929,0.0144,0.0441,0.0063,-0.014,-0.0069,0.0025,LAYING
7.94,0.0144,0.0441,0.0063,-0.014,-0.0069,0.0025,LAYING
7.94,0.0144,0.0441,0.0063,-0.014,-0.0069,0.0025,LAYING
7.968,0.0144,0.0441,0.0063,-0.014,-0.0069,0.0025,LAYING
8.003,0.0144,0.0441,0.0063,-0.014,-0.0069,0.0025,LAYING
8.029,0.0144,0.0441,0.0063,-0.014,-0.0069,0.0025,LAYING
8.061,0.0144,0.0441,0.0063,-0.014,-0.0069,0.0025,LAYING
8.061,0.0144,0.0441,0.0063,-0.014,-0.0069,0.0025,LAYING
8.063,0.0144,0.0441,0.0063,-0.014,-0.0069,0.0025,LAYING
8.107,0.0144,0.0441,0.0063,-0.011,-0.0057,0.0007,LAYING
8.108,0.0144,0.0441,0.0063,-0.011,-0.0057,0.0007,LAYING
8.108,0.0144,0.0441,0.0063,-0.011,-0.0057,0.0007,LAYING
8.109,-0.0073,0.0258,-0.0063,-0.011,-0.0057,0.0007,LAYING
8.123,-0.0073,0.0258,-0.0063,-0.011,-0.0057,0.0007,LAYING
8.183,-0.0073,0.0258,-0.0063,-0.011,-0.0057,0.0007,LAYING
8.185,-0.0073,0.0258,-0.0063,-0.011,-0.0057,0.0007,LAYING
8.209,-0.0073,0.0258,-0.0063,-0.011,-0.0057,0.0007,LAYING
8.242,-0.0073,0.0258,-0.0063,-0.011,-0.0057,0.0007,LAYING
8.242,-0.0073,0.0258,-0.0063,-0.011,-0.0057,0.0007,LAYING
8.289,-0.0073,0.0258,-0.0063,0.0165,0.0053,0.0135,LAYING
8.303,0.0213,0.0721,-0.0208,0.0165,0.0053,0.0135,LAYING
8.304,0.0213,0.0721,-0.0208,0.0165,0.0053,0.0135,LAYING
8.305,0.0213,0.0721,-0.0208,0.0165,0.0053,0.0135,LAYING
8.364,0.0213,0.0721,-0.0208,0.0165,0.0053,0.0135,LAYING
8.365,0.0213,0.0721,-0.0208,0.0165,0.0053,0.0135,LAYING
8.389,0.0213,0.0721,-0.0208,0.0165,0.0053,0.0135,LAYING
8.423,0.0213,0.0721,-0.0208,0.0165,0.0053,0.0135,LAYING
8.424,0.0213,0.0721,-0.0208,0.0165,0.0053,0.0135,LAYING
8.449,0.0213,0.0721,-0.0208,0.0165,0.0053,0.0135,LAYING
8.468,0.0213,0.0721,-0.0208,0.0165,0.0053,0.0135,LAYING
8.485,0.0312,-0.0278,-0.0483,0.0171,0.0102,-0.0006,LAYING
8.509,0.0312,-0.0278,-0.0483,0.0171,0.0102,-0.0006,LAYING
8.543,0.0312,-0.0278,-0.0483,0.0171,0.0102,-0.0006,LAYING
8.544,0.0312,-0.0278,-0.0483,0.0171,0.0102,-0.0006,LAYING
8.605,0.0312,-0.0278,-0.0483,0.0171,0.0102,-0.0006,LAYING
8.649,0.0312,-0.0278,-0.0483,0,-0.0026,0.0043,LAYING
8.649,0.0312,-0.0278,-0.0483,0,-0.0026,0.0043,LAYING
8.65,0.011,0.0016,-0.0243,0,-0.0026,0.0043,LAYING
8.66,0.011,0.0016,-0.0243,0,-0.0026,0.0043,LAYING
8.662,0.011,0.0016,-0.0243,0,-0.0026,0.0043,LAYING
8.69,0.011,0.0016,-0.0243,0,-0.0026,0.0043,LAYING
8.75,0.011,0.0016,-0.0243,0,-0.0026,0.0043,LAYING
8.785,0.011,0.0016,-0.0243,0,-0.0026,0.0043,LAYING
8.828,0.011,0.0016,-0.0243,-0.0048,-0.0057,0.0025,LAYING
8.846,0.0008,0.0362,-0.0026,-0.0048,-0.0057,0.0025,LAYING
8.846,0.0008,0.0362,-0.0026,-0.0048,-0.0057,0.0025,LAYING
8.866,0.0008,0.0362,-0.0026,-0.0048,-0.0057,0.0025,LAYING
8.9,0.0008,0.0362,-0.0026,-0.0048,-0.0057,0.0025,LAYING
8.957,0.0008,0.0362,-0.0026,-0.0048,-0.0057,0.0025,LAYING
8.957,0.0008,0.0362,-0.0026,-0.0048,-0.0057,0.0025,LAYING
8.958,0.0008,0.0362,-0.0026,-0.0048,-0.0057,0.0025,LAYING
8.988,0.0008,0.0362,-0.0026,-0.0048,-0.0057,0.0025,LAYING
9.006,0.0008,0.0362,-0.0026,-0.0061,-0.0033,-0.0012,LAYING
9.007,0.0008,0.0362,-0.0026,-0.0061,-0.0033,-0.0012,LAYING
9.007,-0.0083,0.0474,-0.0148,-0.0061,-0.0033,-0.0012,LAYING
9.017,-0.0083,0.0474,-0.0148,-0.0061,-0.0033,-0.0012,LAYING
9.017,-0.0083,0.0474,-0.0148,-0.0061,-0.0033,-0.0012,LAYING
9.086,-0.0083,0.0474,-0.0148,-0.0061,-0.0033,-0.0012,LAYING
9.086,-0.0083,0.0474,-0.0148,-0.0061,-0.0033,-0.0012,LAYING
9.11,-0.0083,0.0474,-0.0148,-0.0061,-0.0033,-0.0012,LAYING
9.143,-0.0083,0.0474,-0.0148,-0.0061,-0.0033,-0.0012,LAYING
9.189,-0.0083,0.0474,-0.0148,-0.0073,0.0016,-0.0006,LAYING
9.202,0.0028,0.0091,0.0035,-0.0073,0.0016,-0.0006,LAYING
9.23,0.0028,0.0091,0.0035,-0.0073,0.0016,-0.0006,LAYING
9.265,0.0028,0.0091,0.0035,-0.0073,0.0016,-0.0006,LAYING
9.29,0.0028,0.0091,0.0035,-0.0073,0.0016,-0.0006,LAYING
9.347,0.0028,0.0091,0.0035,-0.0073,0.0016,-0.0006,LAYING
9.368,0.0028,0.0091,0.0035,-0.0091,0.0047,-0.003,LAYING
9.368,0.0028,0.0091,0.0035,-0.0091,0.0047,-0.003,LAYING
9.381,-0.0343,0.0437,0.0078,-0.0091,0.0047,-0.003,LAYING
9.443,-0.0343,0.0437,0.0078,-0.0091,0.0047,-0.003,LAYING
9.444,-0.0343,0.0437,0.0078,-0.0091,0.0047,-0.003,LAYING
9.47,-0.0343,0.0437,0.0078,-0.0091,0.0047,-0.003,LAYING
9.53,-0.0343,0.0437,0.0078,-0.0091,0.0047,-0.003,LAYING
9.55,-0.0343,0.0437,0.0078,-0.0091,0.0047,-0.003,LAYING
9.566,0.0375,0.0245,-0.0015,0.0178,0.0083,0.008,LAYING
9.625,0.0375,0.0245,-0.0015,0.0178,0.0083,0.008,LAYING
9.627,0.0375,0.0245,-0.0015,0.0178,0.0083,0.008,LAYING
9.65,0.0375,0.0245,-0.0015,0.0178,0.0083,0.008,LAYING
9.685,0.0375,0.0245,-0.0015,0.0178,0.0083,0.008,LAYING
9.714,0.0375,0.0245,-0.0015,0.0178,0.0083,0.008,LAYING
9.744,0.0222,0.0066,-0.0269,-0.0006,-0.0002,-0.0006,LAYING
9.772,0.0222,0.0066,-0.0269,-0.0006,-0.0002,-0.0006,LAYING
9.806,0.0222,0.0066,-0.0269,-0.0006,-0.0002,-0.0006,LAYING
9.866,0.0222,0.0066,-0.0269,-0.0006,-0.0002,-0.0006,LAYING
9.867,0.0222,0.0066,-0.0269,-0.0006,-0.0002,-0.0006,LAYING
9.868,0.0222,0.0066,-0.0269,-0.0006,-0.0002,-0.0006,LAYING
9.892,0.0222,0.0066,-0.0269,-0.0006,-0.0002,-0.0006,LAYING
9.912,0.0222,0.0066,-0.0269,-0.0036,-0.0039,0.0025,LAYING
9.928,0.0002,0.0155,-0.0145,-0.0036,-0.0039,0.0025,LAYING
9.986,0.0002,0.0155,-0.0145,-0.0036,-0.0039,0.0025,LAYING
10.012,0.0002,0.0155,-0.0145,-0.0036,-0.0039,0.0025,LAYING
10.09,0.0002,0.0155,-0.0145,-0.0036,-0.0039,0.0025,LAYING
10.094,0.0002,0.0155,-0.0145,0.011,0.0022,0.0068,LAYING
10.094,0.0261,-0.0013,-0.0252,0.011,0.0022,0.0068,LAYING
10.107,0.0261,-0.0013,-0.0252,0.011,0.0022,0.0068,LAYING
10.132,0.0261,-0.0013,-0.0252,0.011,0.0022,0.0068,LAYING
10.165,0.0261,-0.0013,-0.0252,0.011,0.0022,0.0068,LAYING
10.226,0.0261,-0.0013,-0.0252,0.011,0.0022,0.0068,LAYING
10.228,0.0261,-0.0013,-0.0252,0.011,0.0022,0.0068,LAYING
10.229,0.0261,-0.0013,-0.0252,0.011,0.0022,0.0068,LAYING
10.252,0.0261,-0.0013,-0.0252,0.011,0.0022,0.0068,LAYING
10.274,-0.0206,0.0473,0.0242,-0.0287,-0.0259,0.0001,LAYING
10.29,-0.0206,0.0473,0.0242,-0.0287,-0.0259,0.0001,LAYING
10.312,-0.0206,0.0473,0.0242,-0.0287,-0.0259,0.0001,LAYING
10.347,-0.0206,0.0473,0.0242,-0.0287,-0.0259,0.0001,LAYING
10.348,-0.0206,0.0473,0.0242,-0.0287,-0.0259,0.0001,LAYING
10.373,-0.0206,0.0473,0.0242,-0.0287,-0.0259,0.0001,LAYING
10.405,-0.0206,0.0473,0.0242,-0.0287,-0.0259,0.0001,LAYING
10.432,-0.0206,0.0473,0.0242,-0.0287,-0.0259,0.0001,LAYING
10.45,-0.0206,0.0473,0.0242,-0.0073,-0.0081,0.0031,LAYING
10.452,-0.0206,0.0473,0.0242,-0.0073,-0.0081,0.0031,LAYING
10.466,0.0047,0.0514,-0.0075,-0.0073,-0.0081,0.0031,LAYING
10.467,0.0047,0.0514,-0.0075,-0.0073,-0.0081,0.0031,LAYING
10.493,0.0047,0.0514,-0.0075,-0.0073,-0.0081,0.0031,LAYING
10.526,0.0047,0.0514,-0.0075,-0.0073,-0.0081,0.0031,LAYING
10.528,0.0047,0.0514,-0.0075,-0.0073,-0.0081,0.0031,LAYING
10.586,0.0047,0.0514,-0.0075,-0.0073,-0.0081,0.0031,LAYING
10.587,0.0047,0.0514,-0.0075,-0.0073,-0.0081,0.0031,LAYING
10.633,0.0047,0.0514,-0.0075,-0.0018,0.001,0.0001,LAYING
10.634,0.0047,0.0514,-0.0075,-0.0018,0.001,0.0001,LAYING
10.647,-0.0005,0.0364,-0.0323,-0.0018,0.001,0.0001,LAYING
10.648,-0.0005,0.0364,-0.0323,-0.0018,0.001,0.0001,LAYING
10.649,-0.0005,0.0364,-0.0323,-0.0018,0.001,0.0001,LAYING
10.67,-0.0005,0.0364,-0.0323,-0.0018,0.001,0.0001,LAYING
10.702,-0.0005,0.0364,-0.0323,-0.0018,0.001,0.0001,LAYING
10.702,-0.0005,0.0364,-0.0323,-0.0018,0.001,0.0001,LAYING
10.733,-0.0005,0.0364,-0.0323,-0.0018,0.001,0.0001,LAYING
10.768,-0.0005,0.0364,-0.0323,-0.0018,0.001,0.0001,LAYING
10.812,-0.0005,0.0364,-0.0323,-0.0006,0.0016,0.0056,LAYING
10.813,-0.0005,0.0364,-0.0323,-0.0006,0.0016,0.0056,LAYING
10.814,0.0054,0.0248,-0.0158,-0.0006,0.0016,0.0056,LAYING
10.828,0.0054,0.0248,-0.0158,-0.0006,0.0016,0.0056,LAYING
10.829,0.0054,0.0248,-0.0158,-0.0006,0.0016,0.0056,LAYING
10.83,0.0054,0.0248,-0.0158,-0.0006,0.0016,0.0056,LAYING
10.886,0.0054,0.0248,-0.0158,-0.0006,0.0016,0.0056,LAYING
10.914,0.0054,0.0248,-0.0158,-0.0006,0.0016,0.0056,LAYING
10.992,0.0054,0.0248,-0.0158,-0.0091,-0.0014,0.0025,LAYING
10.993,0.0054,0.0248,-0.0158,-0.0091,-0.0014,0.0025,LAYING
11.006,-0.0009,0.0202,-0.0293,-0.0091,-0.0014,0.0025,LAYING
11.067,-0.0009,0.0202,-0.0293,-0.0091,-0.0014,0.0025,LAYING
11.068,-0.0009,0.0202,-0.0293,-0.0091,-0.0014,0.0025,LAYING
11.094,-0.0009,0.0202,-0.0293,-0.0091,-0.0014,0.0025,LAYING
11.131,-0.0009,0.0202,-0.0293,-0.0091,-0.0014,0.0025,LAYING
11.173,-0.0009,0.0202,-0.0293,0.0239,0.0187,0.019,LAYING
11.174,-0.0009,0.0202,-0.0293,0.0239,0.0187,0.019,LAYING
11.186,0.0446,0.0175,0.0056,0.0239,0.0187,0.019,LAYING
11.188,0.0446,0.0175,0.0056,0.0239,0.0187,0.019,LAYING
11.25,0.0446,0.0175,0.0056,0.0239,0.0187,0.019,LAYING
11.276,0.0446,0.0175,0.0056,0.0239,0.0187,0.019,LAYING
11.353,0.0217,-0.0002,-0.0554,0.0055,-0.0008,-0.0006,LAYING
11.365,0.0217,-0.0002,-0.0554,0.0055,-0.0008,-0.0006,LAYING
11.366,0.0217,-0.0002,-0.0554,0.0055,-0.0008,-0.0006,LAYING
11.394,0.0217,-0.0002,-0.0554,0.0055,-0.0008,-0.0006,LAYING
11.428,0.0217,-0.0002,-0.0554,0.0055,-0.0008,-0.0006,LAYING
11.429,0.0217,-0.0002,-0.0554,0.0055,-0.0008,-0.0006,LAYING
11.453,0.0217,-0.0002,-0.0554,0.0055,-0.0008,-0.0006,LAYING
11.485,0.0217,-0.0002,-0.0554,0.0055,-0.0008,-0.0006,LAYING
11.486,0.0217,-0.0002,-0.0554,0.0055,-0.0008,-0.0006,LAYING
11.531,0.0217,-0.0002,-0.0554,-0.0171,-0.0069,0.0019,LAYING
11.532,0.0217,-0.0002,-0.0554,-0.0171,-0.0069,0.0019,LAYING
11.533,-0.0146,0.0344,-0.0048,-0.0171,-0.0069,0.0019,LAYING
11.546,-0.0146,0.0344,-0.0048,-0.0171,-0.0069,0.0019,LAYING
11.575,-0.0146,0.0344,-0.0048,-0.0171,-0.0069,0.0019,LAYING
11.608,-0.0146,0.0344,-0.0048,-0.0171,-0.0069,0.0019,LAYING
11.609,-0.0146,0.0344,-0.0048,-0.0171,-0.0069,0.0019,LAYING
11.667,-0.0146,0.0344,-0.0048,-0.0171,-0.0069,0.0019,LAYING
11.668,-0.0146,0.0344,-0.0048,-0.0171,-0.0069,0.0019,LAYING
11.713,-0.0146,0.0344,-0.0048,-0.0171,-0.0069,0.0019,LAYING
11.713,0.0159,0.0215,0.004,-0.0171,-0.0069,0.0019,LAYING
11.716,0.0159,0.0215,0.004,-0.0061,-0.0088,0.0043,LAYING
11.732,0.0159,0.0215,0.004,-0.0061,-0.0088,0.0043,LAYING
11.782,0.0159,0.0215,0.004,-0.0061,-0.0088,0.0043,LAYING
11.782,0.0159,0.0215,0.004,-0.0061,-0.0088,0.0043,LAYING
11.782,0.0159,0.0215,0.004,-0.0061,-0.0088,0.0043,LAYING
11.841,0.0159,0.0215,0.004,-0.0061,-0.0088,0.0043,LAYING
11.842,0.0159,0.0215,0.004,-0.0061,-0.0088,0.0043,LAYING
11.842,0.0159,0.0215,0.004,-0.0061,-0.0088,0.0043,LAYING
11.891,0.0159,0.0215,0.004,-0.0128,-0.0045,-0.0012,LAYING
11.892,0.0159,0.0215,0.004,-0.0128,-0.0045,-0.0012,LAYING
11.969,-0.0094,0.0165,-0.0105,-0.0128,-0.0045,-0.0012,LAYING
11.97,-0.0094,0.0165,-0.0105,-0.0128,-0.0045,-0.0012,LAYING
12.025,-0.0094,0.0165,-0.0105,-0.0128,-0.0045,-0.0012,LAYING
12.026,-0.0094,0.0165,-0.0105,-0.0128,-0.0045,-0.0012,LAYING
12.075,-0.0094,0.0165,-0.0105,0.0245,0.0138,0.0184,LAYING
12.076,0.0169,0.0471,-0.0051,0.0245,0.0138,0.0184,LAYING
12.087,0.0169,0.0471,-0.0051,0.0245,0.0138,0.0184,LAYING
12.116,0.0169,0.0471,-0.0051,0.0245,0.0138,0.0184,LAYING
12.144,0.0169,0.0471,-0.0051,0.0245,0.0138,0.0184,LAYING
12.145,0.0169,0.0471,-0.0051,0.0245,0.0138,0.0184,LAYING
12.212,0.0169,0.0471,-0.0051,0.0245,0.0138,0.0184,LAYING
12.213,0.0169,0.0471,-0.0051,0.0245,0.0138,0.0184,LAYING
12.254,0.0169,0.0471,-0.0051,0.0123,0.0077,-0.0006,LAYING
12.256,0.0169,0.0471,-0.0051,0.0123,0.0077,-0.0006,LAYING
12.256,0.0169,0.0471,-0.0051,0.0123,0.0077,-0.0006,LAYING
12.268,0.0202,0.0008,-0.0629,0.0123,0.0077,-0.0006,LAYING
12.269,0.0202,0.0008,-0.0629,0.0123,0.0077,-0.0006,LAYING
12.295,0.0202,0.0008,-0.0629,0.0123,0.0077,-0.0006,LAYING
12.331,0.0202,0.0008,-0.0629,0.0123,0.0077,-0.0006,LAYING
12.356,0.0202,0.0008,-0.0629,0.0123,0.0077,-0.0006,LAYING
12.388,0.0202,0.0008,-0.0629,0.0123,0.0077,-0.0006,LAYING
12.39,0.0202,0.0008,-0.0629,0.0123,0.0077,-0.0006,LAYING
12.416,0.0202,0.0008,-0.0629,0.0123,0.0077,-0.0006,LAYING
12.433,0.0202,0.0008,-0.0629,-0.0116,-0.0002,0.0068,LAYING
12.476,0.0165,-0.0092,0.0015,-0.0116,-0.0002,0.0068,LAYING
12.514,0.0165,-0.0092,0.0015,-0.0116,-0.0002,0.0068,LAYING
12.568,0.0165,-0.0092,0.0015,-0.0116,-0.0002,0.0068,LAYING
12.576,0.0165,-0.0092,0.0015,-0.0116,-0.0002,0.0068,LAYING
12.616,0.0165,-0.0092,0.0015,-0.011,-0.0039,0.0049,LAYING
12.631,0.0104,0.0325,-0.0093,-0.011,-0.0039,0.0049,LAYING
12.632,0.0104,0.0325,-0.0093,-0.011,-0.0039,0.0049,LAYING
12.688,0.0104,0.0325,-0.0093,-0.011,-0.0039,0.0049,LAYING
12.688,0.0104,0.0325,-0.0093,-0.011,-0.0039,0.0049,LAYING
12.752,0.0104,0.0325,-0.0093,-0.011,-0.0039,0.0049,LAYING
12.795,0.0104,0.0325,-0.0093,-0.0036,-0.0033,-0.0006,LAYING
12.797,-0.0109,0.024,-0.036,-0.0036,-0.0033,-0.0006,LAYING
12.812,-0.0109,0.024,-0.036,-0.0036,-0.0033,-0.0006,LAYING
12.813,-0.0109,0.024,-0.036,-0.0036,-0.0033,-0.0006,LAYING
12.814,-0.0109,0.024,-0.036,-0.0036,-0.0033,-0.0006,LAYING
12.835,-0.0109,0.024,-0.036,-0.0036,-0.0033,-0.0006,LAYING
12.874,-0.0109,0.024,-0.036,-0.0036,-0.0033,-0.0006,LAYING
12.877,-0.0109,0.024,-0.036,-0.0036,-0.0033,-0.0006,LAYING
12.894,-0.0109,0.024,-0.036,-0.0036,-0.0033,-0.0006,LAYING
12.927,-0.0109,0.024,-0.036,-0.0036,-0.0033,-0.0006,LAYING
12.928,-0.0109,0.024,-0.036,-0.0036,-0.0033,-0.0006,LAYING
12.974,-0.0109,0.024,-0.036,0.0361,0.0145,0.0172,LAYING
12.977,-0.0109,0.024,-0.036,0.0361,0.0145,0.0172,LAYING
12.994,0.0312,0.0246,-0.032,0.0361,0.0145,0.0172,LAYING
12.996,0.0312,0.0246,-0.032,0.0361,0.0145,0.0172,LAYING
13.051,0.0312,0.0246,-0.032,0.0361,0.0145,0.0172,LAYING
13.053,0.0312,0.0246,-0.032,0.0361,0.0145,0.0172,LAYING
13.113,0.0312,0.0246,-0.032,0.0361,0.0145,0.0172,LAYING
13.113,0.0312,0.0246,-0.032,0.0361,0.0145,0.0172,LAYING
13.153,0.0426,-0.0145,-0.0466,0.0129,0.0041,-0.0012,LAYING
13.181,0.0426,-0.0145,-0.0466,0.0129,0.0041,-0.0012,LAYING
13.181,0.0426,-0.0145,-0.0466,0.0129,0.0041,-0.0012,LAYING
13.226,0.0426,-0.0145,-0.0466,0.0129,0.0041,-0.0012,LAYING
13.226,0.0426,-0.0145,-0.0466,0.0129,0.0041,-0.0012,LAYING
13.226,0.0426,-0.0145,-0.0466,0.0129,0.0041,-0.0012,LAYING
